instance	class	precision	recall	predicted class size	real class size
superkingdom	Bacteria	1.00	0.93	515951469	553468052
superkingdom	Archaea	1.00	0.97	6210575	6411802
superkingdom	Eukaryota	0.00	nan	1362640	0
superkingdom	Viruses	0.98	0.05	37134	736775
superkingdom	unassigned	nan	nan	38468028	0
phylum	Proteobacteria	0.99	0.96	235646889	243932505
phylum	Actinobacteria	1.00	0.98	143341643	145948197
phylum	Firmicutes	0.99	0.84	98922653	116336594
phylum	Bacteroidetes	0.99	0.67	30718730	45650742
phylum	Euryarchaeota	1.00	0.97	6209788	6411802
phylum	Tenericutes	1.00	0.98	1569216	1600014
phylum	Chordata	0.00	nan	1001284	0
phylum	Cyanobacteria	0.00	nan	123083	0
phylum	phylum_uncultured bacterium	0.00	nan	83364	0
phylum	Streptophyta	0.00	nan	77347	0
phylum	Aquificae	0.00	nan	55716	0
phylum	Atribacteria	0.00	nan	42525	0
phylum	Thermotogae	0.00	nan	41911	0
phylum	phylum_Microviridae	0.00	nan	36461	0
phylum	Spirochaetes	0.00	nan	30081	0
phylum	Synergistetes	0.00	nan	29191	0
phylum	Ignavibacteriae	0.00	nan	22457	0
phylum	Ascomycota	0.00	nan	20084	0
phylum	phylum_bacterium YEK0313	0.00	nan	17879	0
phylum	Apicomplexa	0.00	nan	13949	0
phylum	Fusobacteria	0.00	nan	12316	0
phylum	Acidobacteria	0.00	nan	9237	0
phylum	phylum_bacterium MS4	0.00	nan	8561	0
phylum	Cnidaria	0.00	nan	8079	0
phylum	Eustigmatophyceae	0.00	nan	7637	0
phylum	Arthropoda	0.00	nan	6482	0
phylum	Deinococcus-Thermus	0.00	nan	5301	0
phylum	Verrucomicrobia	0.00	nan	4605	0
phylum	phylum_Peronosporales	0.00	nan	4527	0
phylum	Aminicenantes	0.00	nan	3715	0
phylum	phylum_Dictyosteliida	0.00	nan	2035	0
phylum	Chlorobi	0.00	nan	1924	0
phylum	Thermodesulfobacteria	0.00	nan	1566	0
phylum	Annelida	0.00	nan	1324	0
phylum	phylum_Isochrysidales	0.00	nan	1250	0
phylum	Mollusca	0.00	nan	1224	0
phylum	Chlorophyta	0.00	nan	1213	0
phylum	Chloroflexi	0.00	nan	922	0
phylum	Crenarchaeota	0.00	nan	787	0
phylum	phylum_Caudovirales	0.00	nan	673	0
phylum	Planctomycetes	0.00	nan	423	0
phylum	phylum_bacterium JKG1	0.00	nan	309	0
phylum	Deferribacteres	0.00	nan	301	0
phylum	unassigned	nan	nan	43941184	0
