instance	class	precision	recall	predicted class size	real class size
superkingdom	Bacteria	1.00	0.90	139488108	154946832
superkingdom	Eukaryota	0.00	nan	438720	0
superkingdom	unassigned	nan	nan	15525498	0
phylum	Proteobacteria	0.98	0.97	65062117	65522942
phylum	Firmicutes	0.78	0.76	31495801	32153772
phylum	Bacteroidetes	0.99	0.65	21339969	32778490
phylum	Actinobacteria	0.99	1.00	8135081	8047258
phylum	Chloroflexi	1.00	0.50	3656580	7279109
phylum	Cyanobacteria	0.00	nan	2595602	0
phylum	Tenericutes	0.92	0.06	605158	9165261
phylum	Acidobacteria	0.00	nan	325104	0
phylum	Fusobacteria	0.00	nan	218453	0
phylum	Chordata	0.00	nan	183908	0
phylum	Arthropoda	0.00	nan	123839	0
phylum	Streptophyta	0.00	nan	42987	0
phylum	Ascomycota	0.00	nan	31462	0
phylum	Spirochaetes	0.00	nan	30277	0
phylum	Atribacteria	0.00	nan	7522	0
phylum	Ignavibacteriae	0.00	nan	6887	0
phylum	Echinodermata	0.00	nan	6632	0
phylum	Deferribacteres	0.00	nan	6443	0
phylum	Verrucomicrobia	0.00	nan	5032	0
phylum	phylum_bacterium MS4	0.00	nan	3755	0
phylum	phylum_Entamoeba	0.00	nan	3083	0
phylum	Thermotogae	0.00	nan	3026	0
phylum	Planctomycetes	0.00	nan	2205	0
phylum	phylum_bacterium LF-3	0.00	nan	2049	0
phylum	Aquificae	0.00	nan	1110	0
phylum	Mollusca	0.00	nan	1033	0
phylum	Chlorobi	0.00	nan	709	0
phylum	Marinimicrobia	0.00	nan	297	0
phylum	unassigned	nan	nan	21556205	0
class	Alphaproteobacteria	0.98	1.00	22848124	22376676
class	Betaproteobacteria	0.99	0.86	19169114	22078814
class	Bacilli	0.92	1.00	17119556	15750864
class	Gammaproteobacteria	0.94	0.96	14904670	14603716
class	Sphingobacteriia	1.00	0.35	10113523	29144897
class	Clostridia	0.57	0.38	9179519	13746445
class	Actinobacteria	0.99	1.00	8135081	8047258
class	Deltaproteobacteria	1.00	1.00	6475557	6463736
class	Ktedonobacteria	1.00	0.50	3656580	7279109
class	Flavobacteriia	0.28	0.26	3366857	3633593
class	Negativicutes	0.76	0.86	3003368	2656463
class	class_Nostocales	0.00	nan	2278373	0
class	Cytophagia	0.00	nan	1258435	0
class	Bacteroidia	0.00	nan	1026632	0
class	class_Proteobacteria bacterium JGI 0001002-H11	0.00	nan	733806	0
class	Mollicutes	0.92	0.06	605158	9165261
class	Acidobacteriia	0.00	nan	325104	0
class	Epsilonproteobacteria	0.00	nan	323833	0
class	class_Bacteroidetes bacterium SCGC AAA027-G08	0.00	nan	314335	0
class	Erysipelotrichia	0.00	nan	266205	0
class	Fusobacteriia	0.00	nan	218453	0
class	Mammalia	0.00	nan	165049	0
class	Insecta	0.00	nan	123839	0
class	class_Firmicutes bacterium CAG:227	0.00	nan	114709	0
class	class_Firmicutes bacterium CAG:313	0.00	nan	81399	0
class	class_Oscillatoriales	0.00	nan	35009	0
class	Spirochaetia	0.00	nan	30277	0
class	class_Malpighiales	0.00	nan	23053	0
class	class_Chroococcales	0.00	nan	21269	0
class	Dothideomycetes	0.00	nan	15917	0
class	class_Proteales	0.00	nan	14315	0
class	Saccharomycetes	0.00	nan	13543	0
class	class_Firmicutes bacterium CAG:270	0.00	nan	10310	0
class	class_Firmicutes bacterium CAG:646	0.00	nan	8191	0
class	class_Atribacteria bacterium SCGC AAA255-G05	0.00	nan	7522	0
class	Ignavibacteria	0.00	nan	6887	0
